customer_id,first_name,last_name,email,phone_number,address,date_of_birth,registration_date,last_login_date,customer_segment,total_spent,loyalty_points,is_subscribed_to_newsletter
sdv-id-DlujFT,Linda,Robinson,obrientheresa@example.com,(622)626-4316,"777 Redwood Pkwy, San Jose, CA 95101",1987-06-11 05:20:24,2020-10-15 12:06:11,2024-05-08 21:29:57,Standard,8341.64,4479,True
sdv-id-dtOVbb,Kari,Juarez,zpark@example.net,7283222960,"565 High St, Columbus, OH 43215",1966-07-31 19:19:10,2018-03-16 16:09:43,2023-10-31 05:45:00,Standard,23502.77,28619,True
sdv-id-fLHxCE,Melinda,Stewart,reginaldkramer@example.com,354-936-8411x02305,"444 Willow Way, San Antonio, TX 78201",1988-09-02 12:52:11,2019-04-01 20:47:15,2024-05-13 05:14:05,VIP,3139.65,3357,True
sdv-id-IDEnIB,Molly,Ramos,ejones@example.com,(690)853-3029,"666 Elm St, Dallas, TX 75201",1982-10-31 15:46:26,2020-03-22 19:02:07,2024-02-24 16:29:20,VIP,21225.55,10601,True
sdv-id-jbGHCN,Dennis,Sampson,harrisoncatherine@example.org,(956)992-4091x40661,"111 16th St Mall, Denver, CO 80202",1995-04-26 10:44:18,2020-06-29 20:16:38,2024-05-30 04:18:41,Standard,1140.21,2065,False
sdv-id-VlYFIl,Joy,George,hliu@example.com,+1-241-542-0968x4950,"789 Pine Ln, Los Angeles, CA 90001",2000-02-09 18:08:53,2021-08-10 11:06:09,2024-06-02 09:51:11,Premium,111.32,213,True
sdv-id-eOTTrn,Kelly,Barton,chasestevens@example.com,+1-981-457-2001x3543,"333 Spruce Ct, Phoenix, AZ 85001",1998-02-05 07:27:50,2022-08-01 14:54:19,2024-05-25 04:09:34,VIP,163.95,1181,True
sdv-id-BEVGfk,Randall,Peterson,pamela76@example.com,(615)313-6858x793,"111 16th St Mall, Denver, CO 80202",1976-09-23 20:29:03,2019-05-04 01:48:27,2024-05-07 20:42:31,Standard,19453.84,15311,True
sdv-id-QSnHTI,Lindsay,Knox,taylorgibson@example.net,001-970-339-3001x6051,"787 Trade St, Charlotte, NC 28202",1979-09-27 16:33:05,2019-07-29 22:29:51,2023-12-31 00:10:56,VIP,16121.93,2703,True
sdv-id-mXinBk,Jennifer,Lopez,ipark@example.org,7207409354,"787 Trade St, Charlotte, NC 28202",1991-02-06 00:27:31,2023-03-14 21:01:39,2024-05-25 11:25:03,Standard,2840.23,2297,False
sdv-id-OjQHXA,Benjamin,Barnes,lisa16@example.org,(846)339-5587,"909 Pike Pl, Seattle, WA 98101",1989-06-10 17:43:53,2019-02-18 02:44:53,2024-05-20 17:56:23,VIP,3614.14,1801,True
sdv-id-IPIVUS,Kimberly,Young,rojasmarcus@example.org,426.763.8264x0358,"111 16th St Mall, Denver, CO 80202",1975-09-14 19:01:35,2019-05-21 22:45:38,2024-01-24 04:20:41,VIP,7148.32,5456,False
sdv-id-ZXwXLl,Joseph,Cordova,john40@example.com,964.260.0350x61780,"222 Beacon St, Boston, MA 02116",1972-02-05 08:28:02,2018-06-02 12:25:01,2024-01-09 02:56:34,VIP,17970.55,5329,False
sdv-id-RYrxkf,Benjamin,Parrish,rodriguezjennifer@example.net,546-606-2933x5248,"444 Woodward Ave, Detroit, MI 48226",1984-10-29 16:02:26,2018-07-10 17:15:00,2024-05-13 07:10:43,Standard,3065.32,5332,True
sdv-id-kWRwBA,Robert,Macdonald,dwayneruiz@example.com,+1-394-466-6959,"222 Beacon St, Boston, MA 02116",1997-05-03 11:32:00,2023-01-03 07:32:33,2024-05-10 02:46:24,VIP,425.6,301,True
sdv-id-aZbZcS,Anthony,Maldonado,angelajohnson@example.org,456-703-3066x4150,"212 Cedar Rd, Philadelphia, PA 19101",1980-09-22 01:36:46,2019-05-19 12:51:18,2024-03-31 04:01:16,Standard,475.16,5211,False
sdv-id-GWgQnf,Justin,Gallegos,jhawkins@example.com,+1-719-211-8961,"909 Pike Pl, Seattle, WA 98101",1993-08-12 18:47:08,2021-01-24 13:17:50,2024-05-30 19:57:37,Premium,199.29,892,False
sdv-id-hlDOqY,Sonya,Bailey,kellyjaime@example.com,467.714.0138,"555 Aspen Dr, San Diego, CA 92101",1992-08-21 22:23:06,2019-09-25 05:42:14,2024-05-08 07:47:41,Standard,9560.23,1443,True
sdv-id-bZIosc,Kathryn,Martin,pwatson@example.com,802-444-2364x6239,"555 Las Vegas Blvd S, Las Vegas, NV 89109",1979-10-28 15:00:58,2018-05-09 15:06:40,2024-05-17 15:51:28,Premium,5319.66,11478,True
sdv-id-kBpljS,Matthew,Trevino,blakeyoung@example.com,5109645917,"555 Aspen Dr, San Diego, CA 92101",1981-11-13 16:44:28,2018-03-01 21:38:37,2023-11-20 15:07:16,Premium,2107.45,9154,True
sdv-id-aYDYXe,Christine,Clark,kathy42@example.com,8222441304,"444 Woodward Ave, Detroit, MI 48226",1981-07-18 22:52:45,2021-12-01 08:05:42,2024-03-03 10:30:13,Standard,2673.96,7738,True
sdv-id-feiujn,Michael,Rodriguez,nelsoncody@example.org,+1-772-772-0465,"212 Cedar Rd, Philadelphia, PA 19101",2000-08-24 19:06:32,2022-03-18 15:15:16,2024-06-02 00:22:22,Standard,111.74,510,True
sdv-id-CXlQAl,Benjamin,Nelson,xjohnson@example.org,814-597-9265,"777 Redwood Pkwy, San Jose, CA 95101",2002-02-18 11:59:09,2022-08-01 09:56:06,2024-06-02 09:16:42,Standard,111.32,512,True
sdv-id-gQmLhT,Erica,Davis,wesley66@example.net,876.554.8783x48766,"121 Market St, San Francisco, CA 94102",2001-07-27 16:35:58,2022-11-07 21:58:53,2024-06-01 18:21:01,VIP,143.46,2062,True
sdv-id-deMizo,Taylor,Hartman,scottbarnes@example.org,(497)583-7783x8593,"565 High St, Columbus, OH 43215",1985-03-21 04:28:34,2019-04-28 10:36:46,2024-05-25 23:47:04,Premium,128.24,5203,True
sdv-id-qjICyl,Kelsey,Williams,angelajohnson@example.net,001-356-844-8406x74208,"787 Trade St, Charlotte, NC 28202",1999-01-28 07:25:29,2023-10-13 23:48:11,2024-05-30 06:17:05,VIP,130.96,1139,False
sdv-id-IPpeQZ,Brenda,Gonzalez,sharonweber@example.org,+1-681-591-5194x456,"787 Trade St, Charlotte, NC 28202",1986-08-23 15:54:49,2019-04-12 05:30:39,2024-04-21 17:16:58,Standard,409.51,1935,False
sdv-id-aqUiDV,John,Mays,arivas@example.net,001-631-515-4552x89694,"909 Pike Pl, Seattle, WA 98101",1993-04-06 06:27:01,2019-07-11 09:59:03,2024-05-26 06:10:52,Premium,1192.98,580,True
sdv-id-KloNAv,Annette,Lynch,kathrynsteele@example.org,884.767.9246,"666 Elm St, Dallas, TX 75201",1984-03-16 15:08:50,2020-06-09 20:38:29,2024-05-06 11:05:49,Standard,9928.65,9384,True
sdv-id-ZCxzZJ,Rachel,Smith,candicejones@example.com,(674)680-9496x835,"666 Elm St, Dallas, TX 75201",2002-05-26 21:41:06,2023-07-22 03:04:32,2024-06-02 11:10:52,VIP,111.33,263,True
sdv-id-XMNGOy,Allison,Scott,lesliereeves@example.org,6523586134,"777 E Pratt St, Baltimore, MD 21202",1999-02-08 05:07:03,2020-07-29 10:13:18,2024-06-02 06:21:28,Premium,112.45,538,True
sdv-id-TJGaiI,Michelle,Mcbride,marywallace@example.org,+1-921-327-1068,"333 Pennsylvania Ave NW, Washington, DC 20004",1993-03-25 05:03:00,2019-09-08 18:36:35,2024-05-26 02:04:00,Standard,143.03,2991,True
sdv-id-bLiCNM,Brandon,Mcdowell,stephen96@example.net,+1-287-926-9455,"787 Trade St, Charlotte, NC 28202",1985-08-20 05:30:17,2020-04-17 14:02:15,2024-05-18 14:34:09,Premium,12519.51,10042,True
sdv-id-Zzahwa,Lawrence,Morris,sbrown@example.com,001-312-803-7021x351,"121 Market St, San Francisco, CA 94102",1968-03-21 11:37:32,2020-08-21 10:52:08,2023-10-31 05:45:00,Standard,25444.4,21290,True
sdv-id-YBNBhT,Molly,Bailey,joshuaholloway@example.com,784-479-3221,"666 Elm St, Dallas, TX 75201",1993-03-15 04:16:37,2022-07-28 05:59:14,2024-04-20 01:58:46,Premium,2938.26,6543,False
sdv-id-AqgPFG,Donald,Coleman,ericedwards@example.org,001-644-911-4157x5345,"222 Beacon St, Boston, MA 02116",1988-08-28 06:10:39,2020-11-28 15:39:03,2024-04-03 09:16:45,Standard,444.41,3933,False
sdv-id-BEGzLN,Dominique,Dean,patrickvillarreal@example.net,(467)486-1877,"789 Pine Ln, Los Angeles, CA 90001",2002-10-21 19:30:55,2023-06-30 07:22:27,2024-06-02 09:45:05,VIP,111.32,186,True
sdv-id-laiByU,Manuel,Parker,lisa61@example.com,3143848299,"444 Woodward Ave, Detroit, MI 48226",1983-11-14 07:51:31,2019-01-30 14:14:08,2024-05-26 22:31:42,Standard,9448.3,2444,True
sdv-id-VOYLEX,Michelle,Mitchell,joshuasummers@example.net,+1-473-327-8919,"666 Elm St, Dallas, TX 75201",1993-07-24 15:33:42,2020-09-14 05:22:24,2024-05-12 22:34:35,Standard,1673.43,806,True
sdv-id-HsyyTH,Gene,Liu,jamesparker@example.org,672-972-2583x272,"333 Pennsylvania Ave NW, Washington, DC 20004",1986-11-18 01:45:47,2020-02-21 02:48:10,2024-05-10 06:36:37,Premium,1504.26,2883,True
sdv-id-xfMDat,Theresa,Allen,brownheather@example.com,+1-469-442-8813x735,"999 Riverfront Dr, Jacksonville, FL 32202",1977-08-14 02:32:04,2021-06-24 01:48:15,2024-01-02 14:42:01,Standard,5772.35,5641,True
sdv-id-fenSqc,Olivia,Meyer,thomasbarry@example.org,790-609-5902x3173,"909 Pike Pl, Seattle, WA 98101",1975-04-19 10:13:57,2018-08-01 22:37:05,2024-03-31 12:12:24,Standard,23159.55,11793,False
sdv-id-eOpdnf,Samantha,Torres,kennethturner@example.net,526-687-8071x460,"456 Oak Ave, Chicago, IL 60601",1968-11-16 07:12:08,2018-06-13 05:46:20,2023-10-31 05:45:00,Standard,25210.51,7090,True
sdv-id-qTQOsG,Andrea,Hicks,edwardpalmer@example.com,483.374.5640x9007,"909 Pike Pl, Seattle, WA 98101",1998-10-22 16:49:43,2023-03-20 07:54:43,2024-05-26 06:10:42,Standard,113.77,724,True
sdv-id-nTyDfm,Brandi,Andrews,nathaniel85@example.org,609.826.3001x0771,"999 Riverfront Dr, Jacksonville, FL 32202",1974-05-25 15:26:29,2018-07-05 21:31:03,2024-03-24 14:03:53,VIP,21626.9,4579,False
sdv-id-GjKbRt,Janice,Bryant,madisonchung@example.net,9437398591,"777 Redwood Pkwy, San Jose, CA 95101",1991-12-25 05:52:41,2020-01-30 12:03:35,2024-04-11 18:21:30,Standard,569.06,882,False
sdv-id-XspVXP,Luis,Obrien,timothybrown@example.com,001-782-969-3090x61194,"555 Aspen Dr, San Diego, CA 92101",2000-05-25 17:52:43,2023-08-26 17:45:51,2024-05-31 21:43:52,Premium,115.06,2320,True
sdv-id-LfzFVe,Kimberly,Lopez,jeffrey17@example.com,(472)712-9678x002,"111 16th St Mall, Denver, CO 80202",1990-10-25 08:32:13,2020-10-31 09:28:02,2024-05-07 03:19:16,Standard,861.53,1262,True
sdv-id-dlOdpK,Katie,Mack,tony13@example.net,576.784.9241,"444 Willow Way, San Antonio, TX 78201",1979-06-02 03:54:18,2020-09-05 04:37:13,2024-01-04 22:00:12,Standard,15196.22,2348,True
sdv-id-zpplvt,Erin,Faulkner,caseymichael@example.net,(618)842-6864,"101 Birch Blvd, Houston, TX 77001",1979-10-18 18:02:33,2021-04-17 23:24:59,2024-04-17 00:28:43,Standard,24023.93,9662,False
sdv-id-jxIBeA,Mark,Potts,cmorse@example.org,+1-398-612-6325x63400,"456 Oak Ave, Chicago, IL 60601",1985-07-12 11:27:39,2020-05-12 19:45:58,2024-05-16 21:35:58,Standard,604.37,6107,True
sdv-id-wUhska,Kelly,Nguyen,kara71@example.net,001-841-564-1047x69452,"333 Spruce Ct, Phoenix, AZ 85001",1998-01-13 06:26:43,2022-09-03 16:00:30,2024-06-02 02:56:03,Standard,140.99,2146,True
sdv-id-kSwtdB,Priscilla,Keller,mollyjohnson@example.net,001-788-645-7969x3855,"909 Pike Pl, Seattle, WA 98101",1998-04-14 11:13:33,2021-07-27 02:20:08,2024-05-27 16:45:56,VIP,1448.13,548,False
sdv-id-uTrJsH,Ryan,Williams,tarashort@example.net,(474)567-5634,"121 Market St, San Francisco, CA 94102",1993-10-13 03:09:03,2022-04-15 23:11:11,2024-05-31 04:10:19,Premium,4173.11,1672,True
sdv-id-gNQxwR,Alexandra,Macias,david05@example.com,+1-897-909-5091x77618,"666 SW Broadway, Portland, OR 97205",1995-08-22 23:53:22,2021-01-09 07:06:39,2024-05-29 20:24:39,Standard,127.57,1065,True
sdv-id-buCyex,Katherine,Wyatt,roger94@example.com,701.742.2036x25798,"121 Market St, San Francisco, CA 94102",1992-10-22 05:48:07,2022-07-05 18:07:38,2024-05-27 13:05:32,Standard,1998.55,1059,False
sdv-id-plsCbg,Ruben,Washington,hansoncarla@example.net,539.329.5457x043,"999 Riverfront Dr, Jacksonville, FL 32202",1970-03-12 15:02:46,2019-12-05 03:07:32,2024-02-04 07:13:14,Standard,24707.35,12676,True
sdv-id-SiYqyV,Stanley,Valdez,sean95@example.com,(426)497-2659x124,"777 Redwood Pkwy, San Jose, CA 95101",1982-03-09 22:20:53,2018-09-02 07:07:41,2024-04-09 11:03:16,Premium,5508.53,5368,True
sdv-id-Fjpbnl,James,Braun,jacob06@example.net,(692)879-5904x237,"666 SW Broadway, Portland, OR 97205",1982-06-01 01:59:13,2018-08-04 21:34:21,2024-02-26 07:28:05,VIP,580.81,3134,False
sdv-id-oUNliP,Dakota,George,yanderson@example.com,579-473-4599x38574,"456 Oak Ave, Chicago, IL 60601",1984-09-30 06:28:34,2022-10-14 22:19:13,2024-03-07 23:20:54,VIP,6467.9,9417,True
sdv-id-UggvVx,Michele,Peters,vthomas@example.org,3818085802,"101 Birch Blvd, Houston, TX 77001",1996-07-05 02:11:12,2022-06-12 23:53:56,2024-05-23 14:35:40,VIP,303.54,3070,False
sdv-id-fMhuAO,David,Johnson,trobinson@example.com,881.735.6824x8969,"555 Las Vegas Blvd S, Las Vegas, NV 89109",2000-03-30 12:55:56,2022-03-11 15:24:27,2024-05-31 18:18:01,Standard,123.83,317,True
sdv-id-iXmhGJ,Nancy,Gray,doris35@example.org,3354777934,"789 Pine Ln, Los Angeles, CA 90001",1970-12-29 08:26:07,2018-10-02 18:15:49,2024-04-16 00:44:01,Premium,24003.19,27965,False
sdv-id-XjDhGx,Catherine,Gonzalez,trangina@example.org,+1-724-789-2956x2377,"444 Woodward Ave, Detroit, MI 48226",1994-10-20 04:55:16,2018-07-15 11:55:13,2024-05-26 21:42:40,Standard,155.05,1898,True
sdv-id-nqMAxL,Thomas,Charles,john46@example.com,529-519-9647x7450,"909 Pike Pl, Seattle, WA 98101",1995-01-10 11:43:38,2021-02-09 06:02:55,2024-06-02 10:45:10,Standard,123.82,1023,True
sdv-id-KwQWeY,Thomas,Larson,thomas00@example.com,758.571.0530x151,"666 Elm St, Dallas, TX 75201",1988-03-08 17:02:57,2021-02-21 16:30:26,2024-05-31 01:19:52,Standard,2106.38,4941,True
sdv-id-rbhhwi,Robert,Lee,brownlonnie@example.com,001-597-761-2609x335,"343 Monument Cir, Indianapolis, IN 46204",1995-06-28 12:04:55,2019-09-09 00:16:10,2024-05-29 14:51:03,Standard,113.86,368,True
sdv-id-NbrYsJ,Christopher,Ray,uflowers@example.org,+1-236-604-1880,"555 Las Vegas Blvd S, Las Vegas, NV 89109",1989-05-21 11:38:23,2018-04-14 01:27:06,2024-04-09 06:42:35,Standard,268.01,1695,True
sdv-id-xjvMFy,Steven,Snyder,sjackson@example.com,5228512356,"555 Aspen Dr, San Diego, CA 92101",1997-06-03 16:23:46,2021-06-09 22:10:36,2024-05-26 15:30:04,Premium,179.37,1419,True
sdv-id-GTlbxi,Crystal,Brown,popewillie@example.org,527.343.3851x362,"444 Willow Way, San Antonio, TX 78201",1991-02-26 02:11:08,2021-05-06 05:40:51,2024-05-10 14:17:09,VIP,3219.03,3636,False
sdv-id-SHofOF,Karen,Cunningham,michael62@example.net,(780)972-7048x18654,"666 SW Broadway, Portland, OR 97205",1979-08-25 23:11:38,2018-07-21 15:19:14,2024-05-30 00:41:22,Standard,1213.96,6356,False
sdv-id-juASHK,Joanna,Clark,jennifer98@example.com,220-994-7025,"121 Market St, San Francisco, CA 94102",1991-01-07 00:57:48,2019-11-07 04:27:24,2024-05-30 11:55:30,Standard,2422.69,4429,True
sdv-id-MkxTmL,Jeffrey,Kennedy,gonzalezbenjamin@example.net,5292399484,Sample Data,1996-05-24 22:37:47,2019-01-02 02:33:47,2024-05-27 08:11:22,Standard,114.66,1066,True
sdv-id-CQzatU,Joel,Patterson,danielle82@example.com,699.323.5232x95386,"222 Beacon St, Boston, MA 02116",1989-11-04 21:25:12,2020-06-08 01:16:24,2024-04-10 08:54:20,Standard,242.37,4528,True
sdv-id-zSpXIe,Christopher,Rios,robertsjanet@example.org,741.782.2713x0837,"999 Riverfront Dr, Jacksonville, FL 32202",1998-12-13 10:36:34,2021-07-26 15:48:09,2024-06-02 05:19:51,Premium,113.81,541,True
sdv-id-vsseBr,Anne,Brock,charles22@example.com,(469)892-8611,"787 Trade St, Charlotte, NC 28202",1983-02-02 03:01:22,2020-04-28 07:44:20,2024-05-06 09:49:58,Standard,9413.74,8673,True
sdv-id-WwFEHb,Tanya,Clark,lisaellis@example.org,452.614.1375,"666 SW Broadway, Portland, OR 97205",1992-05-19 08:44:04,2021-08-31 14:09:53,2024-05-10 17:15:38,Standard,670.0,699,True
sdv-id-fPVdSa,Spencer,Baker,rhondamoss@example.org,+1-604-422-2365x9256,"333 Pennsylvania Ave NW, Washington, DC 20004",1998-10-05 20:31:27,2023-07-13 00:36:32,2024-05-29 06:32:52,VIP,2145.04,692,True
sdv-id-RkJVCx,Robert,Baldwin,ebrock@example.org,7986368396,"666 Elm St, Dallas, TX 75201",2001-01-02 14:36:56,2021-10-28 00:58:39,2024-06-02 05:51:39,Premium,112.04,266,True
sdv-id-qRKBKf,David,Arnold,mnicholson@example.com,001-499-919-0715x50932,"456 Oak Ave, Chicago, IL 60601",2001-09-28 06:37:58,2023-01-28 09:43:46,2024-06-02 01:33:18,Standard,111.44,356,False
sdv-id-vYOvtk,Joseph,Finley,cassandramendoza@example.com,(305)886-5462,"101 Birch Blvd, Houston, TX 77001",2001-08-01 21:18:33,2021-11-04 23:38:48,2024-06-01 22:23:35,VIP,111.35,324,True
sdv-id-oohGRn,Samantha,Strickland,michael61@example.com,+1-919-304-8974x7694,"777 E Pratt St, Baltimore, MD 21202",1990-12-07 06:13:56,2021-03-04 20:52:51,2024-05-31 05:02:13,Premium,116.01,6157,True
sdv-id-rToLUN,Nicole,Robinson,vcoleman@example.net,+1-620-437-2696x315,"787 Trade St, Charlotte, NC 28202",1974-02-11 12:58:24,2018-02-23 20:19:21,2024-04-07 19:04:53,Premium,17551.32,10712,False
sdv-id-YYRIft,Julie,Duncan,nmckee@example.net,873.335.6103x26139,"444 Woodward Ave, Detroit, MI 48226",1983-10-02 11:59:47,2019-05-10 21:58:58,2024-04-23 01:37:15,Standard,15012.41,5180,True
sdv-id-HTXzyU,Jonathan,Stephenson,turnerjeremiah@example.net,6679135460,"999 Riverfront Dr, Jacksonville, FL 32202",1966-06-14 20:22:02,2018-09-03 08:06:05,2023-12-31 04:11:58,VIP,24155.32,13291,True
sdv-id-XHLQDx,Zachary,Moore,marcus09@example.com,7073082589,Sample Data,1993-01-27 14:26:25,2021-09-08 03:49:19,2024-05-29 21:28:55,VIP,3113.03,3455,False
sdv-id-wAmkwH,James,Smith,schneiderchristopher@example.com,6103130682,"666 SW Broadway, Portland, OR 97205",1989-10-26 17:01:41,2018-04-30 01:45:36,2024-05-27 20:03:46,Premium,157.55,396,False
sdv-id-RvpIsW,Stephanie,Hunt,jamessmith@example.org,+1-962-459-2335x98009,Sample Data,1978-03-23 18:47:07,2018-05-27 01:15:03,2024-03-19 04:09:09,Standard,17392.04,9581,True
sdv-id-zYaTeh,John,Fleming,monica71@example.net,001-538-529-9353,"212 Cedar Rd, Philadelphia, PA 19101",1975-03-14 12:00:00,2018-06-11 12:17:56,2024-02-07 19:49:14,Standard,7274.79,11907,False
sdv-id-ysBYZG,Ryan,Woods,ericawilliams@example.org,827-948-5744x31343,"444 Woodward Ave, Detroit, MI 48226",1988-10-13 04:44:00,2019-06-15 19:39:12,2024-05-27 06:52:17,VIP,5307.47,3362,False
sdv-id-edswjs,Sean,Copeland,andreacrawford@example.org,+1-956-296-9431x8755,"555 Aspen Dr, San Diego, CA 92101",1994-03-19 13:00:18,2021-04-03 13:39:06,2024-04-27 16:25:57,Standard,547.49,507,True
sdv-id-uiyYTA,Amber,Holmes,denisehopkins@example.net,986-951-3780,"909 Pike Pl, Seattle, WA 98101",1994-09-25 18:37:38,2019-05-06 14:06:53,2024-05-26 23:30:39,Premium,132.6,3541,False
sdv-id-sPmJIu,Ronald,Rodriguez,jhoward@example.com,979.359.8848x656,"444 Willow Way, San Antonio, TX 78201",1988-02-01 20:30:20,2020-10-07 07:33:45,2024-04-18 04:10:16,Standard,2445.85,2826,True
sdv-id-ATmUfN,Daniel,Becker,richard03@example.net,283.448.5862x847,"456 Oak Ave, Chicago, IL 60601",1987-11-23 13:05:13,2019-03-02 22:40:15,2024-05-09 15:00:19,Standard,1901.89,1607,True
sdv-id-jpOsJS,Jenny,Brown,katherine16@example.com,+1-900-606-2969x2571,"333 Pennsylvania Ave NW, Washington, DC 20004",1991-01-30 01:11:34,2021-07-25 06:51:04,2024-05-20 20:50:14,Standard,1291.91,1160,False
sdv-id-pPekkO,Angela,Valentine,ywoods@example.com,(982)259-4854x02222,"777 E Pratt St, Baltimore, MD 21202",1977-05-30 06:34:09,2019-10-25 16:02:22,2024-02-18 17:45:32,Standard,13694.09,6276,False
sdv-id-KZGhfB,Michael,Wang,uroman@example.org,+1-329-297-0802x350,"787 Trade St, Charlotte, NC 28202",1997-03-09 19:53:58,2020-09-19 16:38:06,2024-05-20 23:40:02,Premium,123.5,333,True
sdv-id-ryewKG,Eduardo,Ray,mitchellkenneth@example.net,+1-878-474-6092,"555 Las Vegas Blvd S, Las Vegas, NV 89109",1997-07-09 15:47:06,2019-04-18 16:37:57,2024-05-31 16:14:29,Premium,111.46,897,True
sdv-id-UtbnGs,Charles,Ray,jbriggs@example.com,(965)958-9986,"777 Redwood Pkwy, San Jose, CA 95101",2001-04-12 20:55:02,2020-09-30 09:52:26,2024-06-01 03:57:59,Premium,111.32,304,False
sdv-id-NjJooI,Luis,Delacruz,jennifer53@example.net,(739)891-0899x606,Sample Data,1969-07-18 04:41:09,2018-04-04 13:40:43,2024-03-17 09:44:01,Standard,12269.32,22161,False
sdv-id-pPzdfV,Laura,Mendoza,smithroger@example.org,765-235-4457x92862,"787 Trade St, Charlotte, NC 28202",2002-01-09 18:37:54,2022-06-05 20:43:20,2024-05-29 15:15:57,Premium,111.43,319,False
sdv-id-bQVzua,Brian,Crawford,brettmiller@example.org,564.286.6903x187,"111 16th St Mall, Denver, CO 80202",1972-06-16 17:38:25,2021-05-29 15:19:15,2024-03-30 00:29:35,Standard,22418.37,17192,True
sdv-id-CZptRp,Daniel,Ortiz,wgilbert@example.org,567-764-7372x41920,"789 Pine Ln, Los Angeles, CA 90001",1984-05-23 21:42:17,2019-11-18 10:19:47,2024-03-21 21:22:25,Standard,5789.23,2197,True
sdv-id-fwOytN,Samantha,Chen,lewiscarlos@example.net,427.999.8115x6926,"555 Las Vegas Blvd S, Las Vegas, NV 89109",1992-04-04 01:00:48,2019-08-11 05:15:24,2024-05-18 14:37:11,Standard,863.92,1341,False
sdv-id-trnKjh,Jeffrey,Medina,michelle75@example.net,+1-901-528-4593x8061,"666 SW Broadway, Portland, OR 97205",1993-11-16 05:05:50,2019-11-06 09:03:26,2024-05-21 01:03:51,Premium,200.72,440,True
sdv-id-COottd,John,Warner,dominique22@example.net,956.244.1108x171,"333 Pennsylvania Ave NW, Washington, DC 20004",1983-10-06 13:20:18,2020-07-29 03:44:12,2024-02-21 21:42:23,Standard,9793.09,14810,False
sdv-id-SekhSA,Joshua,Mccormick,lgarcia@example.net,001-494-518-7773x107,"909 Pike Pl, Seattle, WA 98101",1982-07-11 05:53:01,2020-07-01 08:13:13,2024-05-11 05:01:25,Standard,2152.18,7789,True
sdv-id-CiUfBx,Thomas,Larson,kellyluis@example.org,565-971-4279x18993,"787 Trade St, Charlotte, NC 28202",1984-02-01 18:13:23,2021-03-27 10:51:58,2024-04-11 02:53:51,VIP,547.05,2101,True
sdv-id-qnAWxO,James,Dunn,andrew77@example.org,988.834.1017x434,"555 Las Vegas Blvd S, Las Vegas, NV 89109",1999-10-23 08:41:58,2019-12-26 14:03:57,2024-06-02 06:28:18,Premium,111.32,3562,True
sdv-id-GQAzvz,Samantha,Riggs,gutierrezamber@example.org,563-450-1333,"444 Woodward Ave, Detroit, MI 48226",1999-03-04 08:43:05,2022-07-30 06:54:09,2024-06-02 07:46:52,Premium,683.83,4913,False
sdv-id-zUaXyY,Jacob,Mcintyre,wolferebecca@example.com,001-629-515-6112x0346,"212 Cedar Rd, Philadelphia, PA 19101",1974-06-10 17:12:06,2018-10-16 06:42:37,2024-02-14 01:38:01,VIP,6203.57,4704,True
sdv-id-aUmyRd,Linda,Reyes,mileslaura@example.org,667-221-1077,"111 16th St Mall, Denver, CO 80202",1985-06-25 10:44:21,2019-07-27 13:42:05,2024-05-14 06:36:38,VIP,7917.07,2828,True
sdv-id-YNBFwy,John,Lane,kelsey32@example.org,682.434.6591x379,"111 16th St Mall, Denver, CO 80202",1984-08-14 11:42:11,2022-01-22 01:18:14,2024-05-30 13:11:37,Standard,10237.24,2961,True
sdv-id-zMEzUF,Kelly,Proctor,charlessullivan@example.com,(849)427-2984,"333 Spruce Ct, Phoenix, AZ 85001",1977-01-25 08:45:50,2019-07-26 05:52:37,2024-05-12 12:52:13,Standard,20856.18,4671,True
sdv-id-TjjpYk,William,Shaw,hcherry@example.com,+1-354-459-5266x8597,Sample Data,1996-11-29 15:47:16,2021-05-21 18:29:38,2024-05-28 06:43:25,Standard,5149.47,1085,False
sdv-id-kxmHWx,Jamie,Hart,sullivanamber@example.com,840.622.5114x34263,"565 High St, Columbus, OH 43215",1975-10-13 03:52:05,2018-07-02 05:36:36,2023-12-31 17:29:58,Premium,7558.21,10373,True
sdv-id-HGkgGE,Kara,Collier,edward13@example.net,+1-494-632-9628,"999 Riverfront Dr, Jacksonville, FL 32202",2001-10-26 08:26:35,2023-01-24 12:04:53,2024-06-02 10:54:21,Standard,153.7,225,True
sdv-id-DBjiPg,Jose,Good,longcynthia@example.com,+1-870-527-4327,"565 High St, Columbus, OH 43215",1976-04-16 11:44:55,2018-05-03 09:15:09,2024-02-26 10:38:32,Standard,9345.98,10106,False
sdv-id-nKosRd,Michael,Gilbert,jacksonnicholas@example.net,381.368.0863,"456 Oak Ave, Chicago, IL 60601",1988-01-24 00:20:31,2021-08-25 02:32:28,2024-04-09 06:47:10,VIP,3623.25,6788,True
sdv-id-scXXSt,Nicholas,Griffin,scottwhite@example.net,7168291718,"999 Riverfront Dr, Jacksonville, FL 32202",1991-07-21 20:22:51,2023-04-15 07:08:58,2024-04-08 21:08:27,Standard,1120.75,1492,True
sdv-id-sxjabL,Joshua,Martin,vincentallen@example.net,663.692.8621x589,"456 Oak Ave, Chicago, IL 60601",1976-09-21 01:55:05,2019-06-11 23:43:23,2024-02-21 18:14:32,Premium,16632.45,19161,True
